"comuna" "anio" "homicidios" "hurtos" "robo_lugar" "robo_sorpresa" "robo_vehiculo" "robo_violencia" "violacion"
"377" "Chañaral" 2009 0 810.6 432.3 69.5 7.7 169.8 7.7
"378" "Chañaral" 2010 0 787.2 615.7 54.6 15.6 257.2 15.6
"379" "Chañaral" 2011 0 684.9 283.4 31.5 39.4 118.1 0
"380" "Chañaral" 2012 8 676.2 517.1 15.9 8 127.3 8
"381" "Chañaral" 2013 0 787.5 433.9 56.2 40.2 96.4 24.1
"382" "Chañaral" 2014 0 552.4 503.6 24.4 24.4 105.6 16.2
"383" "Chañaral" 2015 0 542 353.1 16.4 41.1 24.6 16.4
"384" "Chañaral" 2016 0 972.4 764.6 0 33.2 116.4 8.3
"385" "Diego de Almagro" 2001 0 305.8 NA 16.4 NA 10.9 0
"386" "Diego de Almagro" 2002 0 381.7 NA 11.4 NA 39.9 11.4
"387" "Diego de Almagro" 2003 6 386.9 244 29.8 11.9 17.9 0
"388" "Diego de Almagro" 2004 0 548.6 361.6 24.9 6.2 12.5 0
"389" "Diego de Almagro" 2005 0 523.4 222.4 0 0 6.5 0
"390" "Diego de Almagro" 2006 0 429.6 170.5 6.8 0 20.5 0
"391" "Diego de Almagro" 2007 0 505.6 405.9 14.2 35.6 57 7.1
"392" "Diego de Almagro" 2008 0 708.1 238.5 7.5 7.5 82 0
"393" "Diego de Almagro" 2009 0 946 523.8 39.1 7.8 101.6 46.9
"394" "Diego de Almagro" 2010 0 814.2 329 24.7 24.7 82.2 16.4
"395" "Diego de Almagro" 2011 0 763.2 291.6 8.6 17.2 25.7 17.2
"396" "Diego de Almagro" 2012 0 707.9 215.1 26.9 26.9 62.7 17.9
"397" "Diego de Almagro" 2013 0 638.7 469.7 28.2 0 47 18.8
"398" "Diego de Almagro" 2014 0 738.6 393.9 39.4 39.4 49.2 0
"399" "Diego de Almagro" 2015 10.4 518.8 539.6 31.1 0 31.1 10.4
"400" "Diego de Almagro" 2016 0 509.4 607 10.8 32.5 10.8 10.8
"401" "Vallenar" 2001 0 335.8 NA 18.4 NA 32.8 4.1
"402" "Vallenar" 2002 2.1 417.1 NA 16.4 NA 57.5 10.3
"403" "Vallenar" 2003 0 563 278.4 28.9 10.3 66 8.2
"404" "Vallenar" 2004 2.1 461.6 246.3 31 24.8 64.2 10.3
"405" "Vallenar" 2005 0 513.2 243.1 41.6 10.4 116.4 4.2
"406" "Vallenar" 2006 0 315.4 152.5 43.9 8.4 81.5 6.3
"407" "Vallenar" 2007 0 420.1 115.5 29.4 21 69.3 8.4
"408" "Vallenar" 2008 2.1 585.1 135.2 48.6 46.5 135.2 8.4
"409" "Vallenar" 2009 0 730.5 197.5 97.7 17 129.5 10.6
"410" "Vallenar" 2010 0 728.2 217.8 64.1 17.1 117.5 6.4
"411" "Vallenar" 2011 0 980.3 384.8 62.3 30.1 156.9 2.1
"412" "Vallenar" 2012 0 924.1 320.3 108.2 32.5 129.9 6.5
"413" "Vallenar" 2013 0 910.7 289.8 207 17.4 119.8 6.5
"414" "Vallenar" 2014 2.2 713 226 160.2 26.3 96.5 6.6
"415" "Vallenar" 2015 0 753.2 309.2 125.9 22.1 83.9 4.4
"416" "Vallenar" 2016 0 614.5 211.5 66.8 22.3 89.1 4.5
"417" "Alto del Carmen" 2001 0 40.9 NA 0 NA 0 0
"418" "Alto del Carmen" 2002 0 81.9 NA 0 NA 0 0
"419" "Alto del Carmen" 2003 0 82 20.5 0 0 0 0
"420" "Alto del Carmen" 2004 0 184.8 41.1 0 0 0 20.5
"421" "Alto del Carmen" 2005 0 102.7 41.1 0 0 0 20.5
"422" "Alto del Carmen" 2006 0 226.4 82.3 0 0 0 0
"423" "Alto del Carmen" 2007 0 268.3 41.3 0 0 20.6 20.6
"424" "Alto del Carmen" 2008 0 124 144.6 0 0 20.7 0
"425" "Alto del Carmen" 2009 0 351.3 206.7 0 0 0 0
"426" "Alto del Carmen" 2010 0 373.1 228 0 20.7 0 0
"427" "Alto del Carmen" 2011 0 352.6 228.1 0 0 20.7 0
"428" "Alto del Carmen" 2012 0 291.2 83.2 0 0 0 0
"429" "Alto del Carmen" 2013 0 187.9 125.2 0 0 20.9 0
"430" "Alto del Carmen" 2014 0 271.9 209.1 41.8 0 0 0
"431" "Alto del Carmen" 2015 0 188.6 125.7 0 0 0 0
"432" "Alto del Carmen" 2016 0 147.2 84.1 0 0 0 0
"433" "Freirina" 2001 0 34.5 NA 0 NA 0 0
"434" "Freirina" 2002 0 103.3 NA 0 NA 17.2 0
"435" "Freirina" 2003 0 154.5 51.5 0 0 17.2 0
"436" "Freirina" 2004 0 171.1 239.5 0 0 0 0
"437" "Freirina" 2005 0 170.7 51.2 0 0 0 0
"438" "Freirina" 2006 0 34.1 34.1 0 0 0 0
"439" "Freirina" 2007 0 187.5 68.2 0 0 0 0
"440" "Freirina" 2008 0 238.1 221.1 0 0 17 17
"441" "Freirina" 2009 0 425.2 102.1 0 17 34 0
"442" "Freirina" 2010 0 578 102 0 0 34 0
"443" "Freirina" 2011 0 594.8 34 0 0 17 17
"444" "Freirina" 2012 0 629.1 68 0 0 17 17
"445" "Freirina" 2013 0 866 237.7 0 0 17 50.9
"446" "Freirina" 2014 0 390.5 118.8 17 17 17 34
"447" "Freirina" 2015 0 288.9 102 17 34 0 17
"448" "Freirina" 2016 0 204 170 51 17 0 17
"449" "Huasco" 2001 0 185.2 NA 12.3 NA 49.4 0
"450" "Huasco" 2002 0 321.2 NA 0 NA 24.7 0
"451" "Huasco" 2003 0 296.6 271.9 0 0 0 24.7
"452" "Huasco" 2004 0 259.8 346.4 12.4 0 12.4 0
"453" "Huasco" 2005 0 334.1 198 0 0 0 0
"454" "Huasco" 2006 0 235.6 161.2 0 0 49.6 0
"455" "Huasco" 2007 0 360.3 136.7 12.4 0 0 12.4
"456" "Huasco" 2008 0 373.1 248.8 24.9 0 49.8 12.4
"457" "Huasco" 2009 0 710.3 236.8 24.9 0 149.5 37.4
"458" "Huasco" 2010 0 624 399.4 12.5 0 99.8 37.4
"459" "Huasco" 2011 0 812.5 525 12.5 0 87.5 0
"460" "Huasco" 2012 0 777.4 601.9 0 12.5 87.8 25.1
"461" "Huasco" 2013 0 616 314.3 50.3 25.1 88 12.6
"462" "Huasco" 2014 0 353 163.9 25.2 37.8 88.2 25.2
"463" "Huasco" 2015 0 543 492.5 63.1 12.6 63.1 12.6
"464" "Huasco" 2016 0 430.8 456.2 50.7 50.7 190.1 12.7
"465" "La Serena" 2001 1.8 541.1 NA 14.9 NA 147.2 11.3
"466" "La Serena" 2002 2.3 550.1 NA 72 NA 248.4 12.2
"467" "La Serena" 2003 0.6 755.3 830.5 90.5 40.7 277.6 9
"468" "La Serena" 2004 3.3 954.2 735.9 104.2 54 292.7 14.3
"469" "La Serena" 2005 1.1 878.2 677.1 98.4 30.1 283.4 12.4
"470" "La Serena" 2006 1 753.5 540.1 88.6 19.9 286.8 10.5
"471" "La Serena" 2007 0.5 798.6 477.8 89 35.8 235.8 17.4
"472" "La Serena" 2008 1 740.1 534.3 99.9 36.5 255.7 19.5
"473" "La Serena" 2009 1 767.7 552.6 123.4 55.1 282.9 11.7
"474" "La Serena" 2010 1 794.2 517.2 99.2 80.6 185.9 15.3
"475" "La Serena" 2011 0.5 748.1 485.8 109.5 147.2 210.5 17.2
"476" "La Serena" 2012 0.5 754.6 546.5 92 111.1 192.6 18.2
"477" "La Serena" 2013 0.9 745.7 568.4 101.6 110.5 188 8.9
"478" "La Serena" 2014 0.4 707.5 580.6 139.5 141.7 250.7 10.5
"479" "La Serena" 2015 1.3 632.9 567.2 167.3 207.4 236.9 8.1
"480" "La Serena" 2016 0 653 502.1 148 178.9 197.8 18
"481" "Coquimbo" 2001 2.3 344.7 NA 26.9 NA 114.7 11.7
"482" "Coquimbo" 2002 2.3 402 NA 48.5 NA 158.7 8
"483" "Coquimbo" 2003 3.3 468.5 765.5 59.6 30.6 182.2 8.9
"484" "Coquimbo" 2004 2.7 513 752.3 84.9 23.4 235.5 14.1
"485" "Coquimbo" 2005 2.7 503.8 534.1 150.4 25.5 352.9 7.4
"486" "Coquimbo" 2006 1.6 540.8 670.1 250.7 29.6 314.5 11.9
"487" "Coquimbo" 2007 1 521.4 588.4 203.4 18.8 342.4 12.7
"488" "Coquimbo" 2008 1.5 584.8 497.5 177.6 22.3 337.8 10.9
"489" "Coquimbo" 2009 1.9 548.8 583.2 178.6 49.5 301.8 10.2
"490" "Coquimbo" 2010 0.9 517.6 462.5 141 63.6 208.5 13.3
"491" "Coquimbo" 2011 0.9 583.9 554.6 122.7 102.7 227.3 14.4
"492" "Coquimbo" 2012 0.5 659.3 589.1 134.3 110.2 210.8 13.7
"493" "Coquimbo" 2013 1.3 567.8 581.7 134.3 75.8 203 11.6
"494" "Coquimbo" 2014 0.4 611.1 617.2 136.4 87.4 254.8 10.5
"495" "Coquimbo" 2015 1.7 551.6 552.5 141 127.3 259.3 8.6
"496" "Coquimbo" 2016 0.8 520.7 573.6 133.3 113.1 270.8 13.5
"497" "Andacollo" 2001 0 204.4 NA 9.7 NA 9.7 0
"498" "Andacollo" 2002 0 277.6 NA 0 NA 59.5 0
"499" "Andacollo" 2003 0 192 222.3 30.3 10.1 10.1 20.2
"500" "Andacollo" 2004 0 133.9 278 20.6 20.6 51.5 0
"501" "Andacollo" 2005 0 357.3 94.6 10.5 10.5 52.5 10.5
"502" "Andacollo" 2006 0 203.5 246.3 10.7 0 42.8 21.4
"503" "Andacollo" 2007 0 185.6 229.2 32.7 0 10.9 10.9
"504" "Andacollo" 2008 11.1 244.9 300.5 22.3 11.1 122.4 11.1
"505" "Andacollo" 2009 22.7 283.9 238.5 34.1 0 215.8 22.7
"506" "Andacollo" 2010 0 359.3 243.4 23.2 11.6 127.5 23.2
"507" "Andacollo" 2011 0 413.9 224.7 11.8 35.5 189.2 23.6
"508" "Andacollo" 2012 0 289.2 265.1 0 24.1 60.2 12
"509" "Andacollo" 2013 0 480.1 246.2 36.9 12.3 24.6 0
"510" "Andacollo" 2014 0 452.2 427.1 37.7 12.6 75.4 12.6
"511" "Andacollo" 2015 0 744.4 308 89.8 25.7 51.3 0
"512" "Andacollo" 2016 0 471.8 484.9 78.6 0 118 13.1
"513" "La Higuera" 2001 0 78.7 NA 0 NA 26.2 0
"514" "La Higuera" 2002 26.1 0 NA 0 NA 26.1 0
"515" "La Higuera" 2003 25.9 103.8 233.5 0 0 77.8 0
"516" "La Higuera" 2004 0 0 129.2 0 0 0 0
"517" "La Higuera" 2005 0 0 0 0 0 0 25.7
"518" "La Higuera" 2006 0 102.8 308.3 0 0 77.1 0
"519" "La Higuera" 2007 0 179.5 282.1 0 0 0 0
"520" "La Higuera" 2008 0 127.6 255.3 0 76.6 76.6 0
"521" "La Higuera" 2009 0 305.9 637.3 25.5 0 51 51
"522" "La Higuera" 2010 0 507.5 253.7 0 0 126.9 25.4
"523" "La Higuera" 2011 0 406 203 76.1 0 25.4 0
"524" "La Higuera" 2012 0 405.4 329.4 0 0 76 0
"525" "La Higuera" 2013 0 405 430.3 25.3 25.3 75.9 0
"526" "La Higuera" 2014 0 657.7 379.5 25.3 25.3 50.6 0
"527" "La Higuera" 2015 0 885.6 607.3 0 75.9 126.5 0
"528" "La Higuera" 2016 0 456.3 1090 25.3 50.7 202.8 25.3
"529" "Paiguano" 2001 0 257.8 NA 23.4 NA 0 0
"530" "Paiguano" 2002 0 163.1 NA 69.9 NA 23.3 46.6
"531" "Paiguano" 2003 0 69.4 46.3 0 23.1 0 0
"532" "Paiguano" 2004 0 299.1 161.1 0 0 0 0
"533" "Paiguano" 2005 0 228.2 136.9 0 0 0 0
"534" "Paiguano" 2006 0 657.7 294.9 45.4 45.4 45.4 22.7
"535" "Paiguano" 2007 0 225.8 383.9 0 0 22.6 0
"536" "Paiguano" 2008 0 515.7 112.1 0 0 0 0
"537" "Paiguano" 2009 0 713.3 445.8 0 0 66.9 0
"538" "Paiguano" 2010 0 421.9 310.9 22.2 0 66.6 22.2
"539" "Paiguano" 2011 0 573.2 198.4 22 0 22 66.1
"540" "Paiguano" 2012 0 636.7 373.2 0 22 22 0
"541" "Paiguano" 2013 0 850.8 65.4 0 0 43.6 43.6
"542" "Paiguano" 2014 0 823.8 151.7 43.4 21.7 21.7 21.7
"543" "Paiguano" 2015 0 754.3 194 0 0 21.6 0
"544" "Paiguano" 2016 21.5 386.8 193.4 0 0 0 64.5
"545" "Vicuña" 2001 0 198.2 NA 16.2 NA 40.5 16.2
"546" "Vicuña" 2002 0 160.4 NA 8 NA 32.1 4
"547" "Vicuña" 2003 0 409.9 234.8 27.9 0 47.8 4
"548" "Vicuña" 2004 0 481.6 264.5 3.9 7.9 35.5 15.8
"549" "Vicuña" 2005 0 399.6 380 11.8 7.8 35.3 19.6
"550" "Vicuña" 2006 0 447.3 307.3 3.9 0 46.7 3.9
"551" "Vicuña" 2007 0 405.7 235.7 15.5 0 69.5 7.7
"552" "Vicuña" 2008 3.8 437.5 230.3 3.8 11.5 61.4 19.2
"553" "Vicuña" 2009 0 552.8 423.2 41.9 19.1 118.2 15.3
"554" "Vicuña" 2010 0 420.3 382.5 22.7 15.1 128.8 26.5
"555" "Vicuña" 2011 0 429.2 384.1 18.8 33.9 120.5 11.3
"556" "Vicuña" 2012 0 557.8 318.2 26.2 33.7 67.4 11.2
"557" "Vicuña" 2013 0 569.6 256.9 33.5 18.6 96.8 22.3
"558" "Vicuña" 2014 0 651.6 314.7 25.9 14.8 55.5 11.1
"559" "Vicuña" 2015 3.7 714 445.3 36.8 18.4 106.7 18.4
"560" "Vicuña" 2016 0 674.3 311.5 62.3 14.7 80.6 29.3
"561" "Illapel" 2001 0 310.3 NA 3.2 NA 48.5 12.9
"562" "Illapel" 2002 3.2 296.5 NA 16.1 NA 64.5 12.9
"563" "Illapel" 2003 0 344 591.5 22.5 12.9 102.9 6.4
"564" "Illapel" 2004 0 420 567.4 38.5 3.2 86.6 9.6
"565" "Illapel" 2005 0 399.6 607.5 32 9.6 48 19.2
"566" "Illapel" 2006 0 415.3 322.6 57.5 9.6 102.2 6.4
"567" "Illapel" 2007 0 462.8 325.6 38.3 6.4 67 9.6
"568" "Illapel" 2008 3.2 561.3 475.2 82.9 15.9 124.4 19.1
"569" "Illapel" 2009 6.4 423.9 245.4 66.9 12.7 108.4 22.3
"570" "Illapel" 2010 3.2 430.1 267.6 54.2 41.4 140.2 15.9
"571" "Illapel" 2011 0 494.2 325.2 73.3 15.9 105.2 9.6
"572" "Illapel" 2012 0 491.5 692.5 73.4 12.8 102.1 9.6
"573" "Illapel" 2013 3.2 421.6 239.6 108.6 6.4 83.1 0
"574" "Illapel" 2014 0 460.4 572.3 166.3 12.8 76.7 6.4
"575" "Illapel" 2015 0 409.7 454.5 137.6 6.4 92.8 19.2
"576" "Illapel" 2016 0 340.2 446.1 205.4 19.3 77 9.6
"577" "Canela" 2001 21.3 63.8 NA 0 NA 10.6 21.3
"578" "Canela" 2002 0 21.5 NA 0 NA 0 21.5
"579" "Canela" 2003 0 216.6 43.3 0 10.8 32.5 0
"580" "Canela" 2004 0 327.9 43.7 0 21.9 0 0
"581" "Canela" 2005 0 99.3 22.1 0 22.1 0 0
"582" "Canela" 2006 11.2 78.2 100.5 0 0 0 22.3
"583" "Canela" 2007 0 214.3 79 0 11.3 0 11.3
"584" "Canela" 2008 0 57 22.8 11.4 0 0 11.4
"585" "Canela" 2009 0 253.7 69.2 0 0 34.6 23.1
"586" "Canela" 2010 0 233.4 70 23.3 35 23.3 23.3
"587" "Canela" 2011 11.8 342.1 118 0 35.4 35.4 0
"588" "Canela" 2012 0 202.8 107.3 11.9 11.9 11.9 11.9
"589" "Canela" 2013 0 205.3 132.8 0 12.1 0 0
"590" "Canela" 2014 0 195.5 134.4 0 12.2 24.4 0
"591" "Canela" 2015 0 74.2 197.9 0 37.1 24.7 0
"592" "Canela" 2016 0 137.8 338.3 0 0 62.7 12.5
"593" "Los Vilos" 2001 0 396.5 NA 5.6 NA 89.4 5.6
"594" "Los Vilos" 2002 0 516 NA 16.6 NA 38.8 5.5
"595" "Los Vilos" 2003 0 441.2 573.5 16.5 82.7 60.7 5.5
"596" "Los Vilos" 2004 11 701.2 668.3 11 5.5 76.7 11
"597" "Los Vilos" 2005 5.4 609.8 969.1 16.3 10.9 174.2 16.3
"598" "Los Vilos" 2006 5.4 671.9 1045.8 37.9 5.4 119.2 27.1
"599" "Los Vilos" 2007 0 771.5 1213.9 32.4 0 124.1 21.6
"600" "Los Vilos" 2008 0 526 359.6 42.9 5.4 102 5.4
"601" "Los Vilos" 2009 0 779.6 518 42.7 10.7 170.9 16
"602" "Los Vilos" 2010 0 733.6 675.1 74.4 15.9 127.6 10.6
"603" "Los Vilos" 2011 10.6 916.6 1107.3 68.9 15.9 185.4 21.2
"604" "Los Vilos" 2012 0 977 1214.6 89.8 15.8 163.7 5.3
"605" "Los Vilos" 2013 0 868.1 936.5 57.9 26.3 163.1 0
"606" "Los Vilos" 2014 5.2 765.8 1112 104.9 36.7 157.4 15.7
"607" "Los Vilos" 2015 0 711.3 863 73.2 62.8 136 26.2
"608" "Los Vilos" 2016 5.2 605.8 966.1 78.3 20.9 198.4 10.4
"609" "Salamanca" 2001 0 139.8 NA 0 NA 4 8
"610" "Salamanca" 2002 0 210.8 NA 4 NA 23.9 8
"611" "Salamanca" 2003 0 364.6 190.2 11.9 15.9 51.5 4
"612" "Salamanca" 2004 0 386.9 292.2 3.9 0 31.6 11.8
"613" "Salamanca" 2005 0 365.7 377.5 27.5 0 15.7 3.9
"614" "Salamanca" 2006 0 302.1 231.5 15.7 3.9 23.5 27.5
"615" "Salamanca" 2007 0 242.8 313.2 27.4 19.6 31.3 39.2
"616" "Salamanca" 2008 0 211 125.1 11.7 3.9 15.6 7.8
"617" "Salamanca" 2009 3.9 304.3 351.1 27.3 15.6 89.7 19.5
"618" "Salamanca" 2010 0 330.9 377.6 54.5 31.1 62.3 19.5
"619" "Salamanca" 2011 0 377.6 432.1 58.4 15.6 54.5 11.7
"620" "Salamanca" 2012 3.9 307.5 291.9 66.2 15.6 74 15.6
"621" "Salamanca" 2013 0 401 221.9 167.4 42.8 62.3 11.7
"622" "Salamanca" 2014 0 408.7 260.8 144 31.1 105.1 11.7
"623" "Salamanca" 2015 0 361.9 365.8 112.9 27.2 46.7 0
"624" "Salamanca" 2016 3.9 354.9 315.9 113.1 15.6 58.5 3.9
"625" "Ovalle" 2001 3 211.3 NA 8.9 NA 83 17.8
"626" "Ovalle" 2002 1 316.2 NA 49.8 NA 100.5 13.7
"627" "Ovalle" 2003 1 353.1 330 75.3 16.4 136 10.6
"628" "Ovalle" 2004 1 363.4 409.2 81.1 14.3 238.5 5.7
"629" "Ovalle" 2005 1.9 359.4 347.1 59.4 24.5 146.2 16
"630" "Ovalle" 2006 1.9 336.3 227.9 68.2 7.5 158.8 10.3
"631" "Ovalle" 2007 0.9 502.4 263.7 69.4 16.7 156.4 9.3
"632" "Ovalle" 2008 0 421.6 285.9 76.1 21.1 151.2 16.5
"633" "Ovalle" 2009 3.6 382.2 327.8 75.4 80.8 182.5 10.9
"634" "Ovalle" 2010 0.9 418.3 424.5 81.9 136.7 199.7 8.1
"635" "Ovalle" 2011 1.8 457.8 348.9 121.4 107.1 220.4 12.5
"636" "Ovalle" 2012 0 533.8 477.2 108 76.1 147.8 15.9
"637" "Ovalle" 2013 0.9 500.7 473.4 120.3 93.1 161.6 11.4
"638" "Ovalle" 2014 0.9 505.5 513.4 140.3 82.8 217.9 7.8
"639" "Ovalle" 2015 0.9 449.7 457.5 133.2 60.5 169.5 7.8
"640" "Ovalle" 2016 0 457.3 444.4 148.7 70.5 171.9 7.7
"641" "Combarbalá" 2001 0 207.7 NA 7.4 NA 14.8 14.8
"642" "Combarbalá" 2002 0 172 NA 0 NA 37.4 15
"643" "Combarbalá" 2003 0 233.9 294.3 7.5 7.5 15.1 15.1
"644" "Combarbalá" 2004 0 220.8 274.1 15.2 0 38.1 7.6
"645" "Combarbalá" 2005 7.7 130.6 146 0 0 7.7 0
"646" "Combarbalá" 2006 0 287.5 147.6 0 7.8 31.1 7.8
"647" "Combarbalá" 2007 7.8 211.8 180.4 7.8 0 7.8 0
"648" "Combarbalá" 2008 0 214 87.2 7.9 0 39.6 7.9
"649" "Combarbalá" 2009 0 192.2 168.2 24 0 16 0
"650" "Combarbalá" 2010 0 356.1 218.5 0 8.1 32.4 0
"651" "Combarbalá" 2011 0 229.2 171.9 0 32.7 32.7 0
"652" "Combarbalá" 2012 0 405.7 256.6 0 24.8 16.6 0
"653" "Combarbalá" 2013 0 401.5 150.6 25.1 8.4 25.1 0
"654" "Combarbalá" 2014 0 296.5 152.5 8.5 0 16.9 16.9
"655" "Combarbalá" 2015 0 197.1 102.8 17.1 8.6 8.6 0
"656" "Combarbalá" 2016 0 320.9 104.1 17.3 0 43.4 0
"657" "Monte Patria" 2001 0 45.1 NA 0 NA 12.9 3.2
"658" "Monte Patria" 2002 0 102.5 NA 0 NA 16 6.4
"659" "Monte Patria" 2003 6.4 210.5 60.6 12.8 0 162.7 0
"660" "Monte Patria" 2004 3.2 244.5 120.7 9.5 0 187.4 19.1
"661" "Monte Patria" 2005 3.2 164.5 123.3 0 0 41.1 15.8
"662" "Monte Patria" 2006 3.2 138.7 104.1 0 0 44.1 15.8
"663" "Monte Patria" 2007 0 78.6 56.6 0 3.1 9.4 0
"664" "Monte Patria" 2008 0 112.9 100.3 6.3 3.1 56.4 12.5
"665" "Monte Patria" 2009 0 159.4 112.5 12.5 6.3 43.8 6.3
"666" "Monte Patria" 2010 0 165.2 183.9 15.6 15.6 28.1 9.4
"667" "Monte Patria" 2011 0 189.8 152.5 3.1 31.1 56 6.2
"668" "Monte Patria" 2012 3.1 192.6 189.5 21.7 37.3 59 15.5
"669" "Monte Patria" 2013 0 173.6 170.5 15.5 3.1 21.7 3.1
"670" "Monte Patria" 2014 0 148.6 99.1 18.6 15.5 21.7 3.1
"671" "Monte Patria" 2015 0 117.4 163.8 12.4 3.1 34 9.3
"672" "Monte Patria" 2016 0 148.4 120.6 24.7 9.3 18.6 6.2
"673" "Punitaqui" 2001 0 112.5 NA 0 NA 20.5 20.5
"674" "Punitaqui" 2002 0 131.9 NA 0 NA 20.3 10.1
"675" "Punitaqui" 2003 10.1 262 362.7 10.1 0 60.5 0
"676" "Punitaqui" 2004 0 180 120 10 0 20 20
"677" "Punitaqui" 2005 0 89.3 158.8 0 0 19.9 0
"678" "Punitaqui" 2006 9.9 157.9 157.9 0 0 49.3 19.7
"679" "Punitaqui" 2007 0 88.3 147.2 0 0 9.8 9.8
"680" "Punitaqui" 2008 0 146.2 185.2 9.7 9.7 9.7 19.5
"681" "Punitaqui" 2009 0 135.7 484.6 0 9.7 9.7 9.7
"682" "Punitaqui" 2010 0 221.5 317.8 9.6 0 28.9 0
"683" "Punitaqui" 2011 0 249.5 153.6 9.6 19.2 28.8 9.6
"684" "Punitaqui" 2012 9.6 172 334.4 0 38.2 9.6 28.7
"685" "Punitaqui" 2013 9.5 199.8 323.5 0 0 38.1 19
"686" "Punitaqui" 2014 0 255.8 255.8 19 9.5 75.8 0
"687" "Punitaqui" 2015 0 151 254.8 37.7 0 9.4 18.9
"688" "Punitaqui" 2016 9.4 207.1 357.7 37.7 28.2 113 18.8
"689" "Río Hurtado" 2001 0 104.5 NA 0 NA 20.9 0
"690" "Río Hurtado" 2002 0 105.4 NA 0 NA 0 0
"691" "Río Hurtado" 2003 0 63.7 21.2 0 0 0 21.2
"692" "Río Hurtado" 2004 0 64.3 21.4 0 0 21.4 0
"693" "Río Hurtado" 2005 0 21.6 21.6 0 0 0 0
"694" "Río Hurtado" 2006 0 0 0 0 0 0 0
"695" "Río Hurtado" 2007 0 21.9 0 0 0 0 0
"696" "Río Hurtado" 2008 0 88.5 22.1 0 0 0 0
"697" "Río Hurtado" 2009 0 22.3 22.3 0 22.3 0 0
"698" "Río Hurtado" 2010 0 112.6 90.1 0 22.5 0 45
"699" "Río Hurtado" 2011 0 158.6 68 0 45.3 22.7 0
"700" "Río Hurtado" 2012 0 160.1 68.6 0 22.9 0 0
"701" "Río Hurtado" 2013 0 161.5 46.1 0 23.1 23.1 0
"702" "Río Hurtado" 2014 0 233.2 163.2 23.3 0 0 23.3
"703" "Río Hurtado" 2015 0 94.1 47 0 0 0 0
"704" "Río Hurtado" 2016 0 190.2 214 0 0 47.6 0
"705" "Valparaíso" 2001 2.2 405.3 NA 50.2 NA 164.1 10.4
"706" "Valparaíso" 2002 1.4 473.8 NA 114.1 NA 211 13.3
"707" "Valparaíso" 2003 0.4 491 378.5 203.5 36.7 266.7 11.9
"708" "Valparaíso" 2004 4 654.5 487.8 423.4 88.9 375.5 18.4
"709" "Valparaíso" 2005 2.9 687.1 507.6 416 76.8 398.3 16.6
"710" "Valparaíso" 2006 2.9 643.5 502.8 401.8 45.6 328.1 15.2
"711" "Valparaíso" 2007 1.1 689.1 674.9 420.4 94.4 421.5 15.6
"712" "Valparaíso" 2008 2.2 793.2 681.4 427.4 89.3 516.3 16.4
"713" "Valparaíso" 2009 2.9 801.3 699.7 484.8 92.5 595.2 18.6
"714" "Valparaíso" 2010 2.9 855.3 676.2 438.1 136.1 479.6 14.7
"715" "Valparaíso" 2011 1.1 941.8 830.7 474.2 150.2 579 20.3
"716" "Valparaíso" 2012 1.5 859.9 811.7 459.8 143.3 468.7 17.1
"717" "Valparaíso" 2013 3 770.6 617.1 448.8 232.6 469.3 19
"718" "Valparaíso" 2014 4.9 911.5 640.3 627.2 240.4 584.7 15
"719" "Valparaíso" 2015 1.5 962.1 605.5 608.9 230.8 652.7 15.5
"720" "Valparaíso" 2016 4.2 933.7 552.9 646.6 298.2 662.2 22.5
"721" "Casablanca" 2001 0 500 NA 4.3 NA 30.4 8.7
"722" "Casablanca" 2002 4.2 494.5 NA 16.9 NA 29.6 4.2
"723" "Casablanca" 2003 0 621 238.5 8.2 4.1 28.8 4.1
"724" "Casablanca" 2004 0 624.2 336.1 40 4 68 4
"725" "Casablanca" 2005 0 518.6 308 23.4 11.7 124.8 15.6
"726" "Casablanca" 2006 0 576.9 235.3 19 11.4 83.5 19
"727" "Casablanca" 2007 3.7 447.4 192.3 22.2 0 66.5 0
"728" "Casablanca" 2008 0 648.6 313.5 14.4 21.6 115.3 7.2
"729" "Casablanca" 2009 0 822.7 330.5 17.6 24.6 84.4 14.1
"730" "Casablanca" 2010 0 789.2 253.9 6.9 30.9 72.1 17.2
"731" "Casablanca" 2011 0 548.8 251 30.1 43.5 107.1 10
"732" "Casablanca" 2012 0 489.9 245 19.6 22.9 91.5 3.3
"733" "Casablanca" 2013 0 609.1 309.3 12.8 73.3 92.5 15.9
"734" "Casablanca" 2014 0 479.9 442.5 24.9 68.6 115.3 9.3
"735" "Casablanca" 2015 0 566.6 353.4 45.7 48.7 127.9 9.1
"736" "Casablanca" 2016 0 553.8 387.1 56.6 74.4 116.1 20.8
"737" "Concón" 2001 0 205.4 NA 5.7 NA 22.8 2.9
"738" "Concón" 2002 0 299 NA 40.4 NA 21.5 0
"739" "Concón" 2003 0 257.6 339.3 48.5 20.4 84.2 2.6
"740" "Concón" 2004 0 264 629.8 29.1 60.6 130.8 2.4
"741" "Concón" 2005 2.3 336.8 608.9 20.8 43.8 138.4 4.6
"742" "Concón" 2006 0 450 478.3 32.6 54.4 202.2 2.2
"743" "Concón" 2007 2.1 367.9 567.3 55.5 115.1 143.9 2.1
"744" "Concón" 2008 0 401.6 670.6 60.4 159.9 224.2 7.8
"745" "Concón" 2009 0 504.2 724.8 100.1 155.7 268.8 5.6
"746" "Concón" 2010 1.8 462.9 455.9 44.2 125.5 150.2 7.1
